Model,MAE,RMSE,R2
Linear Regression,3.581476902790541,4.4709700195958195,0.964713956503734
Random Forest,24.168515460160524,33.143683429876994,-0.9391035172098303
XGBoost,26.960694844415297,35.458070820836596,-1.219369717579363
LightGBM,26.37721344572399,35.07858943303979,-1.1721193900914706
